"","nama","harga","seller","terjual","link","waktu.scrape"
"2403","Minyak Zaitun Olive Oil Rumman 80 ml 80ml Mirip Le richie Bisa Diminum","Rp9.899","TokoSurabaya","Terjual 2.167 Produk","https://www.tokopedia.com/tokosurabayaa/minyak-zaitun-olive-oil-rumman-80-ml-80ml-mirip-le-richie-bisa-diminum?trkid=f%3DCa2279L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D2_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D32_catid%3D2289_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2404","Minyak Zaitun BORGES Extra Virgin Olive Oil 500 ml","Rp93.500","Snack Made","Terjual 15 Produk","https://www.tokopedia.com/snackmade/minyak-zaitun-borges-extra-virgin-olive-oil-500-ml?trkid=f%3DCa2279L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D2_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D33_catid%3D1160_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2405","Minyak Zaitun / JADIED Zaitun Extra Virgin Olive Oil 60ml","Rp10.800","Al - Mubarok Store","Terjual 1.202 Produk","https://www.tokopedia.com/mubarokcityaja/minyak-zaitun-jadied-zaitun-extra-virgin-olive-oil-60ml?trkid=f%3DCa2279L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D2_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D34_catid%3D2289_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2406","Bertolli Extra Light Olive Oil Spray 145ml","Rp60.000","W-jaya Store","Terjual 357 Produk","https://www.tokopedia.com/w-jayastore/bertolli-extra-light-olive-oil-spray-145ml?trkid=f%3DCa2279L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D2_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D35_catid%3D1160_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2407","Minyak Zaitun Extra Virgin Olive Oil Borges 250 ml 250ml","Rp44.999","TokoSurabaya","Terjual 563 Produk","https://www.tokopedia.com/tokosurabayaa/minyak-zaitun-extra-virgin-olive-oil-borges-250-ml-250ml?trkid=f%3DCa2279L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D2_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D36_catid%3D1160_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2408","Pure Olive (Zaitun) Oil 100ml - Cosmetic Grade Cold Pressed","Rp74.000","Natural Hut","Terjual 163 Produk","https://www.tokopedia.com/naturalhut/pure-olive-zaitun-oil-100ml-cosmetic-grade-cold-pressed?trkid=f%3DCa2279L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D2_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D37_catid%3D3118_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2409","JADIED ZAITUN Exstra Virgin olive oil /minyak zaitun jadied","Rp15.000","pusat grosir herbalmurah","Terjual 2.127 Produk","https://www.tokopedia.com/allherbalmurah/jadied-zaitun-exstra-virgin-olive-oil-minyak-zaitun-jadied?trkid=f%3DCa2279L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D2_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D38_catid%3D2289_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2410","OLIVE OIL BERTOLLI EXTRA LIGHT 1 Liter","Rp160.000","Warung Mas Budi","Terjual 206 Produk","https://www.tokopedia.com/warungmasbudi/olive-oil-bertolli-extra-light-1-liter?trkid=f%3DCa2279L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D2_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D39_catid%3D1160_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2411","Minyak Goreng Sehat Naroop Blend Canola Extra Virgin Olive Oil 1L","Rp86.900","Naroop","Terjual 210 Produk","https://www.tokopedia.com/naroop/minyak-goreng-sehat-naroop-blend-canola-extra-virgin-olive-oil-1l?trkid=f%3DCa2279L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D2_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D40_catid%3D1160_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2412","Borges Classic Olive Oil Pure Minyak Zaitun 500 ml","Rp87.500","HouseHerbal","Terjual 150 Produk","https://www.tokopedia.com/househerbal/borges-classic-olive-oil-pure-minyak-zaitun-500-ml?trkid=f%3DCa2279L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D2_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D43_catid%3D1160_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2413","CASA DI OLIVA EXTRA VIRGIN OLIVE OIL FOR KIDS 250ML","Rp75.000","namaste organic","Terjual 234 Produk","https://www.tokopedia.com/namasteorganic/casa-di-oliva-extra-virgin-olive-oil-for-kids-250ml?trkid=f%3DCa2279L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D2_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D44_catid%3D1160_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2414","Minyak Zaitun Medina 325 ML Extra Virgin Olive Oil BPOM Asli Original","Rp43.500","AFF GALLERY","Terjual 337 Produk","https://www.tokopedia.com/pusatpropolis/minyak-zaitun-medina-325-ml-extra-virgin-olive-oil-bpom-asli-original?trkid=f%3DCa2279L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D2_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D46_catid%3D2289_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2415","BERTOLLI EXTRA VIRGIN OLIVE OIL 1L","Rp155.000","MOMOGO ID","Terjual 310 Produk","https://www.tokopedia.com/momogoid/bertolli-extra-virgin-olive-oil-1l?trkid=f%3DCa2279L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D2_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D47_catid%3D1160_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2416","Bertolli Extra Virgin Olive Oil / Minyak Zaitun 250 ML Best Seller","Rp52.500","W2FitHealthy","Terjual 163 Produk","https://www.tokopedia.com/w2fithealthy/bertolli-extra-virgin-olive-oil-minyak-zaitun-250-ml-best-seller?trkid=f%3DCa2279L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D2_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D48_catid%3D1160_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2417","Minyak ZAITUN EXTRA VIRGIN OLIVE Oil Curah 500ml 500 ml BORGES","Rp60.000","TokoSurabaya","Terjual 165 Produk","https://www.tokopedia.com/tokosurabayaa/minyak-zaitun-extra-virgin-olive-oil-curah-500ml-500-ml-borges?trkid=f%3DCa2279L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D2_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D50_catid%3D1160_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2418","Original Extra Virgin Olive Oil (Minyak Zaitun)","Rp30.000","Griya Herbal Jakarta","Terjual 130 Produk","https://www.tokopedia.com/griyaherbaljkt/original-extra-virgin-olive-oil-minyak-zaitun?trkid=f%3DCa2279L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D2_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D51_catid%3D2289_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2419","BERTOLLI EXTRA LIGHT OLIVE OIL (250ML)","Rp45.000","BestCMart","Terjual 172 Produk","https://www.tokopedia.com/bestcmart/bertolli-extra-light-olive-oil-250ml?trkid=f%3DCa2279L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D2_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D52_catid%3D1160_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2420","Borges Extra Light Olive Oil Minyak Zaitun 1lt","Rp175.000","HouseHerbal","Terjual 94 Produk","https://www.tokopedia.com/househerbal/borges-extra-light-olive-oil-minyak-zaitun-1lt?trkid=f%3DCa2279L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D2_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D53_catid%3D1160_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2421","Extra Virgin Olive Oil/Minyak Zaitun/Repack 200 Ml","Rp35.000","Syah-House","Terjual 249 Produk","https://www.tokopedia.com/syah-house/extra-virgin-olive-oil-minyak-zaitun-repack-200-ml?trkid=f%3DCa2279L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D2_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D54_catid%3D2289_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2422","OLIVE OIL / CESAR POMACE OIL (5ltr)","Rp330.000","HEANSA KIMIA","Terjual 247 Produk","https://www.tokopedia.com/heansakimia/olive-oil-cesar-pomace-oil-5ltr?trkid=f%3DCa2279L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D2_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D56_catid%3D1160_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2423","Borges Extra Virgin Olive Oil Minyak Zaitun 1lt","Rp215.000","HouseHerbal","Terjual 98 Produk","https://www.tokopedia.com/househerbal/borges-extra-virgin-olive-oil-minyak-zaitun-1lt?trkid=f%3DCa2279L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D2_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D57_catid%3D1160_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2424","Olive Oil for Kids merk Casa Di Oliva","Rp59.500","Griya Bayi","Terjual 266 Produk","https://www.tokopedia.com/griyabayi/olive-oil-for-kids-merk-casa-di-oliva?trkid=f%3DCa2279L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D2_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D59_catid%3D1160_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2425","Pure Olive (Zaitun) Oil 60ml - Cosmetic Grade Cold Pressed","Rp53.000","Natural Hut","Terjual 159 Produk","https://www.tokopedia.com/naturalhut/pure-olive-zaitun-oil-60ml-cosmetic-grade-cold-pressed?trkid=f%3DCa2279L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D2_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D60_catid%3D3118_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2426","MINYAK ZAITUN MURNI / PURE OLIVE OIL","Rp30.000","Fantasy Design","Terjual 270 Produk","https://www.tokopedia.com/fantasydesign/minyak-zaitun-murni-pure-olive-oil?trkid=f%3DCa2146L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D3_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D1_catid%3D3118_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2427","SESA - Extra Virgin Olive Oil - 1 L","Rp134.910","SESA Official","Terjual 143 Produk","https://www.tokopedia.com/sesaofficial/sesa-extra-virgin-olive-oil-1-l?trkid=f%3DCa2146L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D3_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D2_catid%3D1160_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2428","Casa di Oliva EVOO Extra Virgin Olive Oil For Kids 250 ml","Rp57.500","Klik Buy & Fun","Terjual 282 Produk","https://www.tokopedia.com/klikbuyfun/casa-di-oliva-evoo-extra-virgin-olive-oil-for-kids-250-ml?trkid=f%3DCa2146L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D3_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D3_catid%3D1160_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2429","Bertolli Extra Light Olive Oil 500ml","Rp85.000","ceva","Terjual 120 Produk","https://www.tokopedia.com/cevaphilia/bertolli-extra-light-olive-oil-500ml?trkid=f%3DCa2146L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D3_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D5_catid%3D1160_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2430","Casa De Oliva Extra Virgin Olive Oil (EVOO) 250ml","Rp60.000","BooBoo Baby","Terjual 137 Produk","https://www.tokopedia.com/booboobaby/casa-de-oliva-extra-virgin-olive-oil-evoo-250ml?trkid=f%3DCa2146L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D3_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D7_catid%3D1160_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2431","Bertolli Classico Olive Oil 500ml","Rp85.000","ceva","Terjual 73 Produk","https://www.tokopedia.com/cevaphilia/bertolli-classico-olive-oil-500ml?trkid=f%3DCa2146L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D3_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D8_catid%3D1160_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2432","Minyak Zaitun BORGES Extra Virgin Olive Oil 500 ml - BORGES 500 ml","Rp104.000","Subur Kimia Jaya","Terjual 142 Produk","https://www.tokopedia.com/suburkimiajaya/minyak-zaitun-borges-extra-virgin-olive-oil-500-ml-borges-500-ml?trkid=f%3DCa2146L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D3_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D9_catid%3D1160_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2433","PURE OLIVE OIL FILIPPO 250ML","Rp45.000","MSmartshop OL","Terjual 145 Produk","https://www.tokopedia.com/msmartshop/pure-olive-oil-filippo-250ml?trkid=f%3DCa2146L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D3_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D10_catid%3D1160_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2434","Casa di Olivia Extra Virgin Olive Oil","Rp64.000","hamimamy","Terjual 172 Produk","https://www.tokopedia.com/hamimamy/casa-di-olivia-extra-virgin-olive-oil?trkid=f%3DCa2146L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D3_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D11_catid%3D1160_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2435","Organic Extra Virgin Olive Oil/Bragg/473ml/16oz","Rp255.000","Sukses Organic Shop","Terjual 173 Produk","https://www.tokopedia.com/suksesorganik/organic-extra-virgin-olive-oil-bragg-473ml-16oz?trkid=f%3DCa2146L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D3_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D12_catid%3D1160_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2436","BERTOLLI CLASSICO OLIVE OIL 500ML","Rp80.000","MOMOGO ID","Terjual 3 Produk","https://www.tokopedia.com/momogoid/bertolli-classico-olive-oil-500ml?trkid=f%3DCa2146L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D3_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D13_catid%3D1160_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2437","Minyak Zaitun Leriche / Le riche / Lerichi Olive oil 300 ml Original","Rp30.000","Nayla Agency","Terjual 319 Produk","https://www.tokopedia.com/naylaagency/minyak-zaitun-leriche-le-riche-lerichi-olive-oil-300-ml-original?trkid=f%3DCa2146L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D3_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D14_catid%3D2289_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2438","Extra Virgin Olive Oil / Minyak Zaitun Murni 5 LTR Antica Tradizione","Rp500.000","Food Republic","Terjual 33 Produk","https://www.tokopedia.com/foodrepublic/extra-virgin-olive-oil-minyak-zaitun-murni-5-ltr-antica-tradizione?trkid=f%3DCa2146L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D3_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D17_catid%3D1160_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2439","OLIVE POMACE OIL GIUSEPPE CREMONINI 5 LITER","Rp325.000","Phon Store","Terjual 5 Produk","https://www.tokopedia.com/phon95/olive-pomace-oil-giuseppe-cremonini-5-liter?trkid=f%3DCa2146L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D3_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D18_catid%3D1160_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2440","Borges Extra Virgin Olive Oil Minyak Zaitun 250 ml","Rp59.500","HouseHerbal","Terjual 110 Produk","https://www.tokopedia.com/househerbal/borges-extra-virgin-olive-oil-minyak-zaitun-250-ml?trkid=f%3DCa2146L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D3_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D20_catid%3D1160_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2441","minyak zaitun olive oil al ghuroba 1 liter (pulau jawa)","Rp107.000","pamungkas adi winoto","Terjual 138 Produk","https://www.tokopedia.com/adi250881/minyak-zaitun-olive-oil-al-ghuroba-1-liter-pulau-jawa?trkid=f%3DCa2146L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D3_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D21_catid%3D2289_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2442","Bertolli Extra Virgin Olive Oil / Minyak Zaitun 500ml","Rp89.000","Herbs & Co","Terjual 124 Produk","https://www.tokopedia.com/herbsnco/bertolli-extra-virgin-olive-oil-minyak-zaitun-500ml?trkid=f%3DCa2146L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D3_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D22_catid%3D1160_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2443","Geofoods Tartufo Nero White Truffle Olive Oil","Rp259.000","Olivier","Terjual 416 Produk","https://www.tokopedia.com/sisca0923/geofoods-tartufo-nero-white-truffle-olive-oil?trkid=f%3DCa2146L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D3_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D24_catid%3D1160_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2444","Minyak Zaitun Extra Virgin Olive Oil Borges 125ml","Rp25.999","TokoSurabaya","Terjual 416 Produk","https://www.tokopedia.com/tokosurabayaa/minyak-zaitun-extra-virgin-olive-oil-borges-125ml?trkid=f%3DCa2146L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D3_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D25_catid%3D1160_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2445","Bertolli Extra Virgin Olive Oil Minyak Zaitun 500 ml","Rp92.000","HouseHerbal","Terjual 74 Produk","https://www.tokopedia.com/househerbal/bertolli-extra-virgin-olive-oil-minyak-zaitun-500-ml?trkid=f%3DCa2146L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D3_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D27_catid%3D1160_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2446","Minyak Zaitun Le Riche Olive Oil LeRiche 300ml","Rp49.000","Andrie Gallery","Terjual 198 Produk","https://www.tokopedia.com/andriegallery/minyak-zaitun-le-riche-olive-oil-leriche-300ml?trkid=f%3DCa2146L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D3_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D28_catid%3D2289_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2447","ECOZEST Olive Oil 500 ml","Rp109.000","Ecozest","Terjual 77 Produk","https://www.tokopedia.com/ecozest/ecozest-olive-oil-500-ml?trkid=f%3DCa2146L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D3_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D29_catid%3D1160_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2448","Borges Extra Virgin Olive Oil - 250 ml","Rp63.000","Genki Plant","Terjual 111 Produk","https://www.tokopedia.com/genkiplant/borges-extra-virgin-olive-oil-250-ml?trkid=f%3DCa2146L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D3_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D30_catid%3D1160_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2449","Bertolli Extra Light Olive Oil - 500 ml","Rp92.000","Genki Plant","Terjual 89 Produk","https://www.tokopedia.com/genkiplant/bertolli-extra-light-olive-oil-500-ml?trkid=f%3DCa2146L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D3_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D32_catid%3D1162_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2450","BORGES Extra Virgin Olive Oil Minyak Zaitun [125 mL]/4 Pcs","Rp108.000","FingerLand","Terjual 164 Produk","https://www.tokopedia.com/finger-land/borges-extra-virgin-olive-oil-minyak-zaitun-125-ml4-pcs?trkid=f%3DCa2146L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D3_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D33_catid%3D1160_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2451","Casa di Oliva Extra Virgin Olive Oil for Kids","Rp79.000","Liana Baby","Terjual 98 Produk","https://www.tokopedia.com/lianababy/casa-di-oliva-extra-virgin-olive-oil-for-kids?trkid=f%3DCa2146L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D3_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D34_catid%3D1160_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2452","Pomace Olive Oil / Minyak Zaitun Pomace 100 ml","Rp19.500","Subur Kimia Jaya","Terjual 134 Produk","https://www.tokopedia.com/suburkimiajaya/pomace-olive-oil-minyak-zaitun-pomace-100-ml?trkid=f%3DCa2146L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D3_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D35_catid%3D1160_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2453","Bertolli 100% Extra Light Tasting Olive Oil - 500 Ml","Rp95.000","House Of Organix","Terjual 118 Produk","https://www.tokopedia.com/houseoforganix/bertolli-100-extra-light-tasting-olive-oil-500-ml?trkid=f%3DCa2146L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D3_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D36_catid%3D1160_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2454","Extra Virgin Olive Oil ( EVOO) - Casa di Oliva - Minyak Zaitun Anak","Rp59.900","AUDREL BABYSHOP","Terjual 87 Produk","https://www.tokopedia.com/indoprodukkelapa/extra-virgin-olive-oil-evoo-casa-di-oliva-minyak-zaitun-anak?trkid=f%3DCa2146L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D3_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D37_catid%3D2506_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2455","Minyak Zaitun Extra Virgin Olive Oil Borges 125 ml 125ml","Rp25.999","TokoSurabaya","Terjual 385 Produk","https://www.tokopedia.com/tokosurabayaa/minyak-zaitun-extra-virgin-olive-oil-borges-125-ml-125ml?trkid=f%3DCa2146L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D3_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D38_catid%3D1160_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2456","Minyak Zaitun Le riche 300ml - Leriche 300ml - Olive Oil","Rp31.000","LAPAK MABRUUK","Terjual 382 Produk","https://www.tokopedia.com/lapakmabruuk/minyak-zaitun-le-riche-300ml-leriche-300ml-olive-oil?trkid=f%3DCa2146L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D3_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D39_catid%3D2289_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2457","Bertolli Classico Olive Oil 500 ML / Minyak Zaitun Minyak Goreng Halal","Rp83.000","Food Republic","Terjual 196 Produk","https://www.tokopedia.com/foodrepublic/bertolli-classico-olive-oil-500-ml-minyak-zaitun-minyak-goreng-halal?trkid=f%3DCa2146L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D3_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D40_catid%3D1160_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2458","BERTOLLI CLASSICO OLIVE OIL (1 L)","Rp162.000","BestCMart","Terjual 128 Produk","https://www.tokopedia.com/bestcmart/bertolli-classico-olive-oil-1-l?trkid=f%3DCa2146L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D3_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D41_catid%3D1160_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2459","olive oil pomace minyak zaitun pomace merek olitalia 5 liter","Rp360.000","TURKISH EVIER","Terjual 229 Produk","https://www.tokopedia.com/aung4341/olive-oil-pomace-minyak-zaitun-pomace-merek-olitalia-5-liter?trkid=f%3DCa2146L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D3_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D42_catid%3D1160_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2460","Minyak Zaitun Lerici Leriche Olive oil 300 ml","Rp29.400","Al - Mubarok Store","Terjual 81 Produk","https://www.tokopedia.com/mubarokcityaja/minyak-zaitun-lerici-leriche-olive-oil-300-ml?trkid=f%3DCa2146L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D3_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D43_catid%3D2289_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2461","PURE OLIVE OIL FILIPPO 1LITER","Rp167.000","MSmartshop OL","Terjual 158 Produk","https://www.tokopedia.com/msmartshop/pure-olive-oil-filippo-1liter?trkid=f%3DCa2146L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D3_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D44_catid%3D1160_bmexp%3D11&whid=0",2020-09-11 11:45:50
